pkd_section;pkd_2025;pkd_name;year;revenue;net_profit;investments;firms;profitable_firms;profit_margin;profitable_share;bank_debt;total_liab;leverage_bank_to_rev;leverage_tot_to_rev;invest_intensity;cagr_revenue;cagr_net_profit;cagr_investments;cagr_firms;profit_margin_std_3y;size_index;growth_index;profit_index;risk_index;outlook_index;current_index;future_index;main_index;class;Pred1;Pred2;Pred3
19;19;WYTWARZANIE I PRZETWARZANIE KOKSU I PRODUKTÓW RAFINACJI ROPY NAFTOWEJ;2018;335083.12;15041.52;3894.24;78.0;68.0;0.0448889218889928;0.8717948717948718;22721.800000000003;60793.01;0.0678094438179995;0.181426656168177;0.0116217134423244;0.1204424944578335;1.0862687722283066;-0.0681361554963203;-0.04658049800559;0.008728574787488;8.270652299415076;10.172879551037123;76.85750942972919;96.37497944180588;8.571545813358538;52.32422153761636;35.39297602319632;45.55172333184834;Gwiazdy wzrostu;16846.458962649664;16846.458962649664;16846.458962649664
81;81;DZIAŁALNOŚĆ USŁUGOWA ZWIĄZANA Z UTRZYMANIEM PORZĄDKU W BUDYNKACH I ZAGOSPODAROWANIEM TERENÓW ZIELENI;2018;17448.75;806.21;335.0;1047.0;882.0;0.0462044559065835;0.8424068767908309;926.02;4003.47;0.053070850347446;0.2294416505480335;0.0191990830288702;0.1216553340202022;0.0732538305453414;-0.0096418822913424;0.0006375519737935;0.0023139846983449;2.8214212016551947;9.261646439425482;75.70029185880972;98.31541640835422;9.694491455782789;51.2993937373961;36.15091543664703;45.24000241709647;Gwiazdy wzrostu;995.9643122412939;995.9643122412939;995.9643122412939
31;31;PRODUKCJA MEBLI;2018;121156.62;8550.57;4786.14;1965.0;1596.0;0.0705745175129514;0.8122137404580153;11758.11;29604.36;0.0970488447102601;0.2443478532167702;0.039503743171442;0.0537511282024336;0.1234207657943822;-0.00402287476716;-0.0214386885832666;0.0111727148815629;7.430186927153105;8.138392559294005;79.97376101215318;95.12968306844958;9.802362528766608;52.05298069882728;34.90136769982972;45.19233549922826;Gwiazdy wzrostu;6914.140588701501;6914.140588701501;6914.140588701501
24;24;PRODUKCJA METALI;2018;146216.77;5991.5;5695.69;763.0;583.0;0.0409768318640878;0.7640891218872871;21164.04;50066.04;0.144744272493504;0.3424096976017183;0.038953739711252;0.0977087201239095;0.3959438747576602;0.095140059291789;-0.0177028457943421;0.0003229869703989;5.279995187756009;9.146170424215551;70.54386525699002;97.8982369583664;11.70604606204664;50.347979045362514;36.79574063959324;44.9270836830548;Gwiazdy wzrostu;8877.37156230897;8877.37156230897;8877.37156230897
33;33;NAPRAWA, KONSERWACJA I INSTALOWANIE MASZYN I URZĄDZEŃ;2018;65480.990000000005;2801.87;2338.6;2190.0;1831.0;0.0427890598477512;0.8360730593607306;6635.22;24005.550000000003;0.1013304777462894;0.3666033454900422;0.0357141820855182;-0.0168832091365513;-0.0692614016920882;0.1305529815987671;-0.0203035325237765;0.0036240035904566;6.601459008220971;6.744665368714282;74.5731120371884;96.98851239032562;12.38588674748908;50.74628987021755;36.0743080267076;44.87749713281357;Gwiazdy wzrostu;4062.875172015971;4062.875172015971;4062.875172015971
16;16;"PRODUKCJA WYROBÓW Z DREWNA ORAZ KORKA, Z WYŁĄCZENIEM MEBLI; PRODUKCJA WYROBÓW ZE SŁOMY I MATERIAŁÓW UŻYWANYCH DO WYPLATANIA";2018;85246.20999999999;5343.84;6339.52;1872.0;1575.0;0.0626871270875268;0.8413461538461539;20619.39;35799.270000000004;0.2418804308132877;0.4199514559063682;0.0743671771448842;0.0330837579238934;0.100457567871685;-0.0075471467524446;-0.037890777763762;0.0065010945492205;6.349808602389092;7.761339244516488;79.55866821848215;94.97505760305415;9.734705206916912;51.59248086714372;34.71480113703796;44.841408975101416;Stabilne, ale bez dynamiki;6042.832757604622;6042.832757604622;6042.832757604622
56;56;DZIAŁALNOŚĆ USŁUGOWA ZWIĄZANA Z WYŻYWIENIEM;2018;22180.42;1053.66;1253.5;1087.0;854.0;0.0475040598870535;0.7856485740570377;4942.4;7736.559999999999;0.2228271601709976;0.3488013301822057;0.0565138081244629;0.1393249172975672;0.0043591751089671;0.1041001518341633;0.0125759795867339;0.0035315289428948;3.027377949438298;9.50255076472692;73.17077863146062;96.36498241583531;11.878057719340314;50.18330266368514;36.5114830419048;44.714574814973005;Gwiazdy wzrostu;1519.30398922583;1519.30398922583;1519.30398922583
91;91;DZIAŁALNOŚĆ BIBLIOTEK, ARCHIWÓW, MUZEÓW ORAZ POZOSTAŁA DZIAŁALNOŚĆ ZWIĄZANA Z KULTURĄ;2018;1525.08;116.4;175.37;111.0;90.0;0.0763238649775749;0.8108108108108109;545.86;906.51;0.3579222073596139;0.5944016051616964;0.1149906890130353;0.1822121175243172;0.2453973893232466;0.2911772396836505;0.0845957759913274;0.015476719149618;0.2912759288211704;10.462924189818748;81.26796071693758;90.60300745651476;15.469475974283638;50.17187864940775;36.50756988361351;44.70615514309005;Gwiazdy wzrostu;151.52951543147663;151.52951543147663;151.52951543147663
66;66;DZIAŁALNOŚĆ WSPOMAGAJĄCA USŁUGI FINANSOWE ORAZ UBEZPIECZENIA I FUNDUSZE EMERYTALNE;2018;75617.81;3016.91;727.78;1076.0;870.0;0.0398968179586264;0.8085501858736059;5458.44;15639.01;0.0721845819126472;0.2068164893958182;0.0096244522289127;0.0064463353005033;0.116650286417878;0.2120320859312692;0.0009310992343527;0.0064803320928623;4.292610739801773;7.317501558987198;72.51062626609723;96.95921387929508;13.950084405577554;49.90331826801999;36.8630483937157;44.68721031829827;Gwiazdy wzrostu;3954.6625390837626;3954.6625390837626;3954.6625390837626
8;8;POZOSTAŁE GÓRNICTWO I WYDOBYWANIE;2018;21308.98;2206.26;1646.48;573.0;490.0;0.1035366310353663;0.8551483420593369;2083.27;6439.83;0.0977648859776488;0.3022120251649774;0.0772669550583838;0.0711236523609768;0.3329305336198325;-0.0176534696580978;-0.0488986511313513;0.025337884329561;1.8280832242426288;8.63035335394361;89.94254988780462;90.30332559429732;9.540688756313848;52.09984013357477;33.496379186997814;44.65845575494399;Stabilne, ale bez dynamiki;1348.1330764971535;1348.1330764971535;1348.1330764971535
43;43;ROBOTY BUDOWLANE SPECJALISTYCZNE;2018;101231.5;5777.88;1787.81;5001.0;4450.0;0.0570759101663019;0.8898220355928814;6685.01;30162.62;0.0660368561169201;0.2979568612536611;0.0176606095928638;0.0239947185819373;0.1014996960173695;-0.12242813626669;-0.035339345511318;0.0205384610010673;13.908491254259118;7.60577093713197;80.6508951220954;92.05984633822894;7.529273811601632;52.46381866712735;32.911394707248924;44.64284908317598;Stabilne, ale bez dynamiki;5979.625627250163;5979.625627250163;5979.625627250163
29;29;PRODUKCJA POJAZDÓW SAMOCHODOWYCH, PRZYCZEP I NACZEP, Z WYŁĄCZENIEM MOTOCYKLI;2018;414863.19;13453.73;19791.66;1231.0;929.0;0.0324293172407028;0.7546709991876523;36919.87;129925.14;0.0889928797973134;0.3131758688930681;0.0477064740306316;0.0673464110081192;-0.0484574879519021;0.0209011393053926;0.0124908830290466;0.0063127521312656;12.840284922705848;8.21437138750469;68.04459519762653;96.435871108508;10.280842069770832;50.56355996337638;35.507409576712135;44.54109980871068;Gwiazdy wzrostu;23748.260480902412;23748.260480902412;23748.260480902412
58;58;DZIAŁALNOŚĆ WYDAWNICZA;2018;26545.53;2504.53;473.56;921.0;646.0;0.0943484646944325;0.7014115092290988;1910.61;6908.42;0.0719748296605869;0.2602479588842264;0.0178395383328191;-0.0308523981366497;0.012219027017517;-0.0007450101155288;-0.0344057620720205;0.009101735971442;2.752265588855134;6.579068245051774;80.07531476838273;95.87694171808488;9.865289438108777;50.97713138655512;34.68291876418451;44.45944633760687;Stabilne, ale bez dynamiki;1550.2907719154878;1550.2907719154878;1550.2907719154878
86;86;OPIEKA ZDROWOTNA;2018;63204.77;1255.11;3671.85;3949.0;3160.0;0.0198578366790987;0.800202582932388;11456.05;23133.28;0.1812529339162218;0.3660052872591736;0.0580945077404759;0.0658376012862069;-0.0989455585213382;0.0646169463051273;-0.0131518510823813;0.0021798264630569;10.57867517003477;8.141931049281702;67.33790512230355;96.9742459165603;11.120077644224196;50.07796785187136;35.98288414744228;44.43993437009973;Gwiazdy wzrostu;4241.681524500565;4241.681524500565;4241.681524500565
32;32;POZOSTAŁA PRODUKCJA WYROBÓW;2018;27836.49;1454.6799999999998;1396.62;727.0;545.0;0.0522580253473049;0.749656121045392;4626.6;9531.85;0.1662062997166669;0.3424228413855338;0.0501722738750467;0.0874624737724334;0.0364999991907479;0.0912280462832364;-0.0049932743067152;0.0032196587994327;2.338731375487403;8.63897404108453;72.4992935111669;96.83557686889306;11.630945069755189;49.802986223828256;36.29474330089535;44.39968905465509;Gwiazdy wzrostu;1786.9944378021623;1786.9944378021623;1786.9944378021623
27;27;PRODUKCJA URZĄDZEŃ ELEKTRYCZNYCH;2018;189963.81;5466.11;8028.400000000001;1318.0;1049.0;0.0287744807813656;0.7959028831562974;15605.63;67896.15;0.0821505422532849;0.3574162362820581;0.0422627867908103;0.0527834207067645;-0.1054943108292945;0.1089554881756016;0.0061445474232688;0.0046713312187496;7.608668702844096;7.911092213904759;69.23888015468553;96.80795020476126;11.97126819086829;49.85161189414477;36.20422000194712;44.392655137265706;Gwiazdy wzrostu;11140.848740721889;11140.848740721889;11140.848740721889
80;80;DZIAŁALNOŚĆ DETEKTYWISTYCZNA I OCHRONIARSKA;2018;20806.48;507.4;226.6;858.0;700.0;0.0243866333949807;0.8158508158508159;644.02;4485.71;0.0309528569945517;0.2155919694249099;0.0108908378543607;0.1112724124527448;1.1817999398013443;-0.0362582842014104;-0.0179814382805449;0.0058921971902859;2.4692585621844443;10.102859129293003;69.19502073588143;97.35815300282864;9.183522246246907;49.52576757957908;35.91171253813525;44.08014556300155;Gwiazdy wzrostu;1102.473026605178;1102.473026605178;1102.473026605178
78;78;DZIAŁALNOŚĆ ZWIĄZANA Z ZATRUDNIENIEM;2018;26961.14;667.7;161.22;1088.0;840.0;0.0247652732785038;0.7720588235294118;1400.7199999999998;5811.54;0.0519532927761956;0.2155524580933892;0.0059797174748545;0.1113880857927631;0.1176265026688356;0.0226573293976812;0.0125641278877119;0.0022908230600983;3.145118865239581;9.12565792496612;67.09527407870165;98.3917693326388;10.314556584087365;49.20178757375649;36.38105081091642;44.07349286862046;Trudna teraźniejszość, dobra przyszłość;1436.9735404463183;1436.9735404463183;1436.9735404463183
15;15;PRODUKCJA SKÓR I WYROBÓW ZE SKÓR WYPRAWIONYCH;2018;7753.66;570.08;335.0;286.0;194.0;0.0735239873814431;0.6783216783216783;668.63;1789.0500000000002;0.0862341139539262;0.2307361942618067;0.0432054023519215;0.0012952109396535;-0.0747450139711817;0.0136583087031134;-0.0285872194580906;0.0043473587759227;0.8428439217827135;7.052679964253595;73.97908046071073;97.45452954418266;10.14179760237237;49.66286775385242;35.40888189347982;43.96127340970338;Gwiazdy wzrostu;457.76887196776505;457.76887196776505;457.76887196776505
11;11;PRODUKCJA NAPOJÓW;2018;96033.4;5183.42;2668.4;372.0;269.0;0.0539751794688098;0.7231182795698925;11443.48;32691.42;0.1191614584092617;0.3404171881866101;0.0277861660630572;0.0061355076006996;-0.0175599540007218;-0.0084882229366565;-0.0230852173224038;0.0028812579393842;3.171831945710768;7.188655821440704;71.57988988592115;97.23737962582985;9.716638867387454;49.49771670373157;35.214466181136146;43.7844164946934;Gwiazdy wzrostu;5729.151958487467;5729.151958487467;5729.151958487467
20;20;PRODUKCJA CHEMIKALIÓW I WYROBÓW CHEMICZNYCH;2018;189228.5;10544.72;9771.64;1416.0;1159.0;0.0557247983258335;0.818502824858757;33521.990000000005;69920.17000000001;0.1771508520122497;0.3695012643444302;0.051639367220054;0.0202602928305124;-0.0527166703189884;-0.0197589861031283;0.0007072138142265;0.0164052216274687;7.815558839947723;7.399557057770205;76.76430962763675;92.40083476063978;9.500268038396486;50.32432886753322;33.74022476088159;43.69068722487256;Stabilne, ale bez dynamiki;12149.284711466596;12149.284711466596;12149.284711466596
82;82;DZIAŁALNOŚĆ ZWIĄZANA Z ADMINISTRACYJNĄ OBSŁUGĄ BIURA I POZOSTAŁA DZIAŁALNOŚĆ WSPOMAGAJĄCA PROWADZENIE DZIAŁALNOŚCI GOSPODARCZEJ;2018;29467.54;968.14;1163.68;950.0;681.0;0.0328544561235854;0.716842105263158;4711.14;18071.3;0.1598755783482435;0.6132612359226457;0.0394902323030697;0.0862290980098465;-0.0158519845070977;0.1854206111298282;0.0266199427635345;0.0010591788424252;2.8893057610025767;8.569562029322828;66.25403788339374;96.35782490595842;13.439209784363904;48.191108602167176;36.853899994329936;43.65622515903228;Trudna teraźniejszość, dobra przyszłość;2171.2000288236436;2171.2000288236436;2171.2000288236436
18;18;POLIGRAFIA I REPRODUKCJA ZAPISANYCH NOŚNIKÓW INFORMACJI;2018;35111.79;1797.62;2264.91;1055.0;824.0;0.0511970480570771;0.781042654028436;5015.29;12032.23;0.1428377761429992;0.3426834690000139;0.0645056831337849;0.0390349405817123;-0.0490609053906136;0.0271687884007516;-0.0108200143828108;0.0102011426656265;3.266300761016573;7.726249156689485;73.81684544510554;94.72640172955076;10.401165459638658;49.4569543215173;34.89626144972754;43.632677172801394;Stabilne, ale bez dynamiki;2246.635729573288;2246.635729573288;2246.635729573288
21;21;PRODUKCJA PODSTAWOWYCH SUBSTANCJI FARMACEUTYCZNYCH ORAZ LEKÓW I POZOSTAŁYCH WYROBÓW FARMACEUTYCZNYCH;2018;29248.59;2416.4;1620.95;186.0;152.0;0.0826159483243465;0.8172043010752689;4315.85;11983.94;0.147557540380579;0.4097271013748013;0.0554197655339966;-0.0497651671104637;0.1537622746171878;0.117776222681101;-0.0515404432582642;0.0212437951856674;1.1326888402301658;6.383601551384994;83.08077509971716;90.84069094560208;12.140604517883098;49.8448392145022;34.023529556249365;43.516315351201065;Stabilne, ale bez dynamiki;1932.4954127332448;1932.4954127332448;1932.4954127332448
14;14;PRODUKCJA ODZIEŻY;2018;13178.5;1059.43;362.52;1144.0;753.0;0.0803907880259513;0.6582167832167832;1304.73;3706.94;0.0990044390484501;0.2812869446446864;0.0275084417801722;0.0096144918854377;0.116316848653144;0.035382526104901;-0.0525246643734765;0.0133401593885085;2.9406545016038104;7.371755269916326;74.60335859216987;94.25438235817391;10.5588489465429;49.35822407329448;34.71138086704423;43.49948679079438;Branże ryzykowne / schyłkowe;838.9302746679659;838.9302746679659;838.9302746679659
52;52;MAGAZYNOWANIE I DZIAŁALNOŚĆ USŁUGOWA WSPOMAGAJĄCA TRANSPORT;2018;143438.94;4148.389999999999;32882.9;1940.0;1539.0;0.0289209471291407;0.7932989690721649;51571.37;113882.58;0.3595353535100022;0.7939446568693271;0.2292466745780469;0.1013920553160385;0.2661980651452083;0.0227868487428732;0.030266008656266;0.0074569717766284;7.910970072470258;9.090218226844296;69.14344157802452;92.28383667232208;10.317043035774407;48.82575996740788;34.539033684059675;43.1110694540686;Branże ryzykowne / schyłkowe;13453.150898068758;13453.150898068758;13453.150898068758
37;37;ODPROWADZANIE I OCZYSZCZANIE ŚCIEKÓW;2018;16767.44;1032.96;4360.32;704.0;598.0;0.0616051108577099;0.8494318181818182;5561.740000000001;9908.56;0.3316988162772612;0.5909405371362594;0.2600468527097756;0.0356041004085685;-0.0811348219343345;-0.0964657268001892;0.0146219517153269;0.012766336704923;2.0187039484734908;7.637652183909556;79.7061840844203;91.64981016434442;8.027687980713148;49.73464290608048;32.99731389676145;43.03971130235287;Stabilne, ale bez dynamiki;1510.798888851537;1510.798888851537;1510.798888851537
